#{"t_start": 1635719273.7741396, "env_id": "WurtzReact-v1"}
0.890045,20,1203.523996
0.88947,20,1205.439503
0.88953,20,1207.329264
0.889547,20,1209.22684
0.889389,20,1211.123227
0.889582,20,1213.01243
0.889562,20,1214.931776
0.889326,20,1216.838498
0.88959,20,1218.71941
0.890043,20,1220.600742
0.89039,20,1222.501759
0.890594,20,1224.393954
0.890511,20,1226.313674
0.89053,20,1228.215391
0.88996,20,1230.103602
0.889841,20,1231.996701
0.889835,20,1233.908624
0.889408,20,1235.800882
0.889554,20,1237.726978
0.889547,20,1239.611507
0.889511,20,1241.506845
0.889663,20,1243.398236
0.889396,20,1245.301603
0.888659,20,1247.200525
0.888587,20,1249.11337
0.888474,20,1251.025837
0.888312,20,1252.919585
0.888487,20,1254.827025
0.888679,20,1256.71785
0.888973,20,1258.612761
0.888806,20,1260.531188
0.888765,20,1262.48144
0.888424,20,1264.37294
0.888324,20,1266.295563
0.888433,20,1268.188028
0.888331,20,1270.077096
0.887841,20,1271.98289
0.887308,20,1273.86503
0.886865,20,1275.771722
0.886996,20,1277.66804
0.886827,20,1279.558634
0.88657,20,1281.455538
0.886578,20,1283.365391
0.886357,20,1285.253372
0.885976,20,1287.161199
0.885481,20,1289.067387
0.885415,20,1290.953115
0.88531,20,1292.831371
0.885442,20,1294.735045
0.885557,20,1296.621775
0.885506,20,1298.521093
0.885222,20,1300.420352
0.884907,20,1302.303306
0.88448,20,1304.202758
0.883807,20,1306.108515
0.883319,20,1307.996225
0.883149,20,1309.888419
0.882863,20,1311.800363
0.882456,20,1313.68367
0.882321,20,1315.567778
0.881688,20,1317.462866
0.881615,20,1319.35655
0.881791,20,1321.249884
0.881673,20,1323.169396
0.881453,20,1325.063376
0.880971,20,1326.959782
0.880416,20,1328.871653
0.880172,20,1330.771018
0.879923,20,1332.672571
0.880109,20,1334.570847
0.88003,20,1336.487331
0.879283,20,1338.393354
0.878779,20,1340.274849
0.878009,20,1342.167127
0.878009,20,1344.054687
0.877987,20,1345.940199
0.877458,20,1347.855439
0.87742,20,1349.743583
0.877369,20,1351.627263
0.876867,20,1353.524758
0.876106,20,1355.430687
0.875744,20,1357.316148
0.875112,20,1359.236264
0.874649,20,1361.147033
0.87389,20,1363.037184
0.873273,20,1364.941751
0.8727,20,1366.844911
0.872471,20,1368.731802
0.871952,20,1370.631476
0.871685,20,1372.568114
0.871207,20,1374.450155
0.870471,20,1376.348887
0.869782,20,1378.257916
0.869258,20,1380.146212
0.868593,20,1382.044451
0.868113,20,1383.970156
0.867281,20,1385.856657
0.866439,20,1387.761756
0.865782,20,1389.675688
0.865825,20,1391.559454
0.865693,20,1393.454788
0.865119,20,1395.371156
0.864374,20,1397.274198
0.863865,20,1399.173181
0.863127,20,1401.068033
0.862484,20,1402.954422
0.86192,20,1404.864617
0.861222,20,1406.764266
0.860447,20,1408.677192
0.859759,20,1410.573112
0.859238,20,1412.453573
0.858789,20,1414.344877
0.858439,20,1416.233723
0.858293,20,1418.143303
0.85751,20,1420.048529
0.856806,20,1421.949301
0.856045,20,1423.841496
0.855347,20,1425.742663
0.854791,20,1427.65319
0.854519,20,1429.548181
0.853692,20,1431.446113
0.853049,20,1433.384854
0.852403,20,1435.265264
0.852238,20,1437.158122
0.85159,20,1439.052649
0.851012,20,1440.936289
0.850829,20,1442.830722
0.850058,20,1444.761064
0.849313,20,1446.640108
0.848758,20,1448.539981
0.848081,20,1450.454022
0.847579,20,1452.341387
0.84687,20,1454.22825
0.846218,20,1456.12305
0.845394,20,1458.027113
0.844949,20,1459.921329
0.844232,20,1461.838754
0.843502,20,1463.723037
0.842754,20,1465.62315
0.842351,20,1467.533972
0.841694,20,1469.443098
0.841181,20,1471.331304
0.840451,20,1473.243225
0.839857,20,1475.128869
0.839631,20,1477.032567
0.83916,20,1478.94775
0.838538,20,1480.856293
0.838072,20,1482.757666
0.837285,20,1484.65749
0.836712,20,1486.541178
0.836047,20,1488.43994
0.835447,20,1490.347128
0.834908,20,1492.236501
0.834691,20,1494.156888
0.834058,20,1496.066926
0.833344,20,1497.955717
0.832644,20,1499.851939
0.832114,20,1501.747766
0.831461,20,1503.634475
0.830784,20,1505.560734
0.83022,20,1507.469721
0.829554,20,1509.361892
0.828904,20,1511.261482
0.828339,20,1513.174022
0.827599,20,1515.058692
0.826972,20,1516.961246
0.826316,20,1518.891741
0.825771,20,1520.79173
0.82513,20,1522.697199
0.824595,20,1524.583445
0.823895,20,1526.477282
0.823307,20,1528.386938
0.822609,20,1530.301154
0.822109,20,1532.196326
0.821407,20,1534.104165
0.820895,20,1535.999269
0.820247,20,1537.903608
0.819599,20,1539.798611
0.819415,20,1541.70559
0.81881,20,1543.624743
0.818379,20,1545.527102
0.817686,20,1547.419199
0.817289,20,1549.326586
0.816689,20,1551.249918
0.816351,20,1553.142608
0.815664,20,1555.060992
0.815171,20,1556.952092
0.814574,20,1558.844764
0.813936,20,1560.74011
0.813304,20,1562.65774
0.81265,20,1564.544953
0.81209,20,1566.449975
0.811471,20,1568.346898
0.810996,20,1570.241142
0.810408,20,1572.15133
0.809765,20,1574.056647
0.809216,20,1575.96156
0.808594,20,1577.850023
0.80814,20,1579.777202
0.807522,20,1581.66958
0.806899,20,1583.57015
0.80631,20,1585.471434
0.805868,20,1587.368016
0.80548,20,1589.272556
0.805043,20,1591.196296
0.80475,20,1593.077096
0.804171,20,1594.979961
0.803613,20,1596.867566
0.803069,20,1598.753149
0.802423,20,1600.657183
0.80184,20,1602.581901
0.801244,20,1604.470853
0.800626,20,1606.372482
0.80006,20,1608.293692
0.799545,20,1610.193085
0.798972,20,1612.091481
0.798529,20,1613.993101
0.797958,20,1615.928749
0.797387,20,1617.836095
0.796835,20,1619.729045
0.796241,20,1621.626012
0.795719,20,1623.531099
0.795186,20,1625.427807
0.794606,20,1627.352315
0.79403,20,1629.258005
0.793526,20,1631.16849
0.792974,20,1633.073326
0.792688,20,1634.981163
0.792177,20,1636.868824
0.791921,20,1638.767843
0.791401,20,1640.678708
0.79085,20,1642.568679
0.790466,20,1644.46794
0.790177,20,1646.378877
0.790142,20,1648.276736
0.789606,20,1650.168288
0.789098,20,1652.094045
0.788646,20,1653.985107
0.788023,20,1655.874378
0.787445,20,1657.77827
0.786866,20,1659.661073
0.786461,20,1661.561579
0.786496,20,1663.484652
0.786551,20,1665.371082
0.786273,20,1667.268481
0.785668,20,1669.174268
0.785148,20,1671.059386
0.784643,20,1672.947052
0.784082,20,1674.844194
0.783579,20,1676.767123
0.783182,20,1678.672042
0.782662,20,1680.558617
0.782133,20,1682.441197
0.781742,20,1684.336153
0.781281,20,1686.234392
0.780712,20,1688.145046
0.780253,20,1690.048992
0.779722,20,1691.967881
0.779265,20,1693.861322
0.778811,20,1695.762028
0.778309,20,1697.675794
0.777847,20,1699.577575
0.777366,20,1701.511566
0.777071,20,1703.420571
0.776452,20,1705.31533
0.776029,20,1707.216545
0.775707,20,1709.132728
0.775145,20,1711.024551
0.774693,20,1712.947455
0.774444,20,1714.830084
0.773978,20,1716.732121
0.773664,20,1718.633828
0.773182,20,1720.517645
0.772864,20,1722.411489
0.77267,20,1724.334486
0.772205,20,1726.225725
0.771818,20,1728.116579
0.771363,20,1730.025754
0.770876,20,1731.916976
0.770422,20,1733.818292
0.769888,20,1735.720901
0.769399,20,1737.634693
0.768978,20,1739.531806
0.768712,20,1741.42375
0.768224,20,1743.311234
0.767959,20,1745.212822
0.767506,20,1747.122102
0.767034,20,1749.031483
0.766658,20,1750.935211
0.76613,20,1752.842716
0.765728,20,1754.729288
0.765537,20,1756.622482
0.765353,20,1758.523075
0.764822,20,1760.407993
0.764404,20,1762.320519
0.76399,20,1764.223147
0.763632,20,1766.110087
0.763422,20,1768.00021
0.762914,20,1769.905556
0.762447,20,1771.788035
0.761905,20,1773.708357
0.761442,20,1775.604596
0.761257,20,1777.487114
0.761035,20,1779.38397
0.760935,20,1781.276664
0.760467,20,1783.166722
0.760092,20,1785.085558
0.760012,20,1787.003105
0.759514,20,1788.895902
0.759111,20,1790.789631
0.75867,20,1792.699927
0.75813,20,1794.591779
0.757799,20,1796.483316
0.757348,20,1798.413838
0.757095,20,1800.312419
0.757123,20,1802.208666
0.756944,20,1804.104572
0.756444,20,1806.002931
0.756103,20,1807.930289
0.755861,20,1809.843501
0.755403,20,1811.72808
0.755335,20,1813.617795
0.755475,20,1815.509451
0.75551,20,1817.411716
0.755255,20,1819.307833
0.754796,20,1821.209064
0.75441,20,1823.123017
0.754223,20,1825.014267
0.753842,20,1826.896019
0.753435,20,1828.773122
0.753154,20,1830.68114
0.752904,20,1832.566114
0.752497,20,1834.490387
0.75216,20,1836.403828
0.751629,20,1838.287618
0.751517,20,1840.186112
0.751656,20,1842.103171
0.751283,20,1843.996432
0.751766,20,1845.908714
0.751909,20,1847.812927
0.751447,20,1849.699711
0.751195,20,1851.601177
0.75105,20,1853.511097
0.750988,20,1855.401861
0.751063,20,1857.297396
0.750894,20,1859.212983
0.750621,20,1861.094405
0.750422,20,1862.984478
0.749941,20,1864.884425
0.749488,20,1866.770452
0.749065,20,1868.668815
0.74875,20,1870.606471
0.748483,20,1872.498019
0.748603,20,1874.392914
0.748611,20,1876.299979
0.748612,20,1878.183027
0.748212,20,1880.077312
0.747834,20,1881.975431
0.74763,20,1883.88253
0.747301,20,1885.776069
0.747159,20,1887.67942
0.747037,20,1889.57008
0.746882,20,1891.459476
0.747217,20,1893.368036
0.747849,20,1895.27965
0.74796,20,1897.187314
0.747496,20,1899.104939
0.747116,20,1901.006505
0.747201,20,1902.919081
0.747139,20,1904.808398
0.747182,20,1906.727926
0.746705,20,1908.621478
0.746525,20,1910.509487
0.746103,20,1912.403472
0.745828,20,1914.305374
0.745399,20,1916.191729
0.744958,20,1918.093394
0.744763,20,1920.02489
0.744564,20,1921.909129
0.744176,20,1923.807789
0.743796,20,1925.717434
0.743414,20,1927.596777
0.743001,20,1929.496582
0.742631,20,1931.428108
0.742624,20,1933.318372
0.742223,20,1935.224504
0.742019,20,1937.128691
0.741787,20,1939.030653
0.741514,20,1940.941896
0.74131,20,1942.856231
0.740998,20,1944.77441
0.740571,20,1946.676544
0.740189,20,1948.590874
0.740012,20,1950.475925
0.740294,20,1952.376003
0.740232,20,1954.290542
0.739967,20,1956.205468
0.73968,20,1958.10627
0.739451,20,1960.00254
0.739175,20,1961.889694
0.739382,20,1963.79406
0.739287,20,1965.698736
0.739069,20,1967.610788
0.73868,20,1969.507135
0.738529,20,1971.415657
0.738393,20,1973.303909
0.73827,20,1975.207231
0.738097,20,1977.104421
0.737954,20,1978.989397
0.737584,20,1980.910335
0.737353,20,1982.811033
0.736983,20,1984.710474
0.737037,20,1986.613873
0.73698,20,1988.533361
0.736588,20,1990.43009
0.736312,20,1992.361408
0.735999,20,1994.27231
0.735536,20,1996.175768
0.735319,20,1998.07957
0.734923,20,1999.966548
0.734721,20,2001.861619
0.734332,20,2003.772509
0.733891,20,2005.684031
0.7336,20,2007.575791
0.733619,20,2009.473793
0.733347,20,2011.372077
0.733134,20,2013.27242
0.732941,20,2015.179915
0.732819,20,2017.093101
0.73273,20,2018.990848
0.732303,20,2020.893024
0.731936,20,2022.778077
0.731525,20,2024.678355
0.731217,20,2026.599256
0.730817,20,2028.507291
0.730581,20,2030.407623
0.730204,20,2032.323869
0.72986,20,2034.212628
0.729679,20,2036.111983
0.72933,20,2038.022193
0.729104,20,2039.916438
0.728697,20,2041.841064
0.728327,20,2043.735189
0.727892,20,2045.623494
0.727586,20,2047.524148
0.727229,20,2049.432371
0.727092,20,2051.33074
0.727094,20,2053.256615
0.72678,20,2055.172989
0.726426,20,2057.066546
0.72617,20,2058.968461
0.725974,20,2060.885547
0.725687,20,2062.788266
0.725355,20,2064.694775
0.725195,20,2066.620322
0.724799,20,2068.503252
0.724729,20,2070.40579
0.724366,20,2072.318653
0.723985,20,2074.203676
0.723601,20,2076.10497
0.723299,20,2078.039536
0.722946,20,2079.921098
0.722556,20,2081.831517
0.722209,20,2083.73075
0.722023,20,2085.625674
0.721968,20,2087.53058
0.721709,20,2089.465991
0.721417,20,2091.36058
0.721313,20,2093.261972
0.721031,20,2095.155891
0.720691,20,2097.054559
0.720319,20,2098.965792
0.720395,20,2100.862114
0.720394,20,2102.785657
0.720034,20,2104.701046
0.719768,20,2106.597535
0.719543,20,2108.510681
0.719516,20,2110.426553
0.71946,20,2112.324047
0.719052,20,2114.237022
0.718738,20,2116.149367
0.718555,20,2118.045661
0.71856,20,2119.947311
0.718188,20,2121.846744
0.717993,20,2123.736603
0.717659,20,2125.628362
0.717307,20,2127.550247
0.717089,20,2129.442333
0.717284,20,2131.345981
0.71725,20,2133.246645
0.717043,20,2135.145177
0.716708,20,2137.043391
0.716585,20,2138.981051
0.7164,20,2140.87232
0.716145,20,2142.769017
0.716079,20,2144.679694
0.716167,20,2146.573808
0.715962,20,2148.471744
0.715908,20,2150.404087
0.715685,20,2152.302808
0.7157,20,2154.208073
0.715746,20,2156.119461
0.71551,20,2158.013327
0.715597,20,2159.919392
0.715513,20,2161.835877
0.715401,20,2163.754948
0.715371,20,2165.648997
0.715504,20,2167.558697
0.715592,20,2169.440878
0.71571,20,2171.340263
0.715546,20,2173.237395
0.715215,20,2175.154604
0.715144,20,2177.046697
0.715087,20,2178.962036
0.71503,20,2180.859385
0.714774,20,2182.76292
0.714765,20,2184.676944
0.714386,20,2186.584007
0.714092,20,2188.520408
0.713757,20,2190.420598
0.713416,20,2192.320797
0.713141,20,2194.219773
0.712786,20,2196.109195
0.712538,20,2198.020245
0.712195,20,2199.950036
0.711992,20,2201.83752
0.711873,20,2203.743898
0.711497,20,2205.649902
0.711279,20,2207.546955
0.710927,20,2209.442841
0.710708,20,2211.367634
0.710377,20,2213.261211
0.710067,20,2215.174666
0.709705,20,2217.090646
0.709442,20,2218.98101
0.709218,20,2220.880984
0.709027,20,2222.800087
0.708801,20,2224.709529
0.708732,20,2226.61156
0.708643,20,2228.523963
0.708466,20,2230.410449
0.708177,20,2232.319935
0.707874,20,2234.231106
0.707785,20,2236.141809
0.707733,20,2238.056289
0.707723,20,2239.958276
0.707906,20,2241.855284
0.707826,20,2243.757763
0.7075,20,2245.67541
0.70718,20,2247.5719
0.706913,20,2249.489939
0.70675,20,2251.391583
0.7064,20,2253.279122
0.70625,20,2255.173575
0.706247,20,2257.068439
0.705888,20,2258.960165
0.705622,20,2260.88881
0.705305,20,2262.792663
0.704969,20,2264.678944
0.70465,20,2266.582042
0.704396,20,2268.480662
0.70443,20,2270.375287
0.704658,20,2272.290301
0.704502,20,2274.196654
0.704248,20,2276.091767
0.704432,20,2278.000938
0.704565,20,2279.908454
0.704303,20,2281.807918
0.704134,20,2283.72005
0.704507,20,2285.635721
0.70475,20,2287.52711
0.704592,20,2289.435237
0.704286,20,2291.321135
0.704069,20,2293.207899
0.703819,20,2295.107916
0.70355,20,2297.023891
0.703484,20,2298.916826
0.703453,20,2300.822671
0.703363,20,2302.714661
0.703491,20,2304.616627
0.703181,20,2306.511769
0.703234,20,2308.396815
0.703012,20,2310.311286
0.702822,20,2312.221959
0.702697,20,2314.116069
0.702387,20,2316.011747
0.702138,20,2317.932567
0.70181,20,2319.823738
0.701737,20,2321.741826
0.701898,20,2323.638458
0.701619,20,2325.527839
0.701511,20,2327.421008
0.701505,20,2329.336412
0.701357,20,2331.222556
0.701016,20,2333.144177
0.701017,20,2335.054762
0.700773,20,2336.939845
0.700766,20,2338.844915
0.700684,20,2340.754164
0.700535,20,2342.641663
0.700363,20,2344.551997
0.700135,20,2346.475773
0.699981,20,2348.365033
0.700041,20,2350.27274
0.700091,20,2352.191402
0.699892,20,2354.08339
0.6997,20,2355.990773
0.699412,20,2357.92115
0.699334,20,2359.813178
0.699045,20,2361.720167
0.699073,20,2363.622142
0.699238,20,2365.520261
0.699106,20,2367.421408
0.698983,20,2369.333107
